`id`,`url`,`name`,`description`,`domain`
39044,https://api.github.com/repos/jokkedk/webgrind,webgrind,Xdebug Profiling Web Frontend in PHP,Software and its engineering
39075,https://api.github.com/repos/danmar/cppcheck,cppcheck,static analysis of C/C++ code,Software and its engineering
40389,https://api.github.com/repos/rtomayko/tilt,tilt,Generic interface to multiple Ruby template engines,Software and its engineering
41254,https://api.github.com/repos/silentworks/sharemyideas,sharemyideas,Ideas Sharing website built on Slim Framework,Applied computing
41498,https://api.github.com/repos/tobi/delayed_job,delayed_job,Database backed asynchronous priority queue -- Extracted from Shopify ,Information systems
41849,https://api.github.com/repos/jawj/websocket-kinect,websocket-kinect,Streams Kinect data over binary WebSockets to web clients, which visualise using Three.js/WebGL (currently Chrome and Firefox 11+  only) ,Networks
42214,https://api.github.com/repos/patrickallaert/PHP_Extension_Workshop,PHP_Extension_Workshop,Materials for PHP Extension workshop,Software and its engineering
42948,https://api.github.com/repos/petedoyle/android-support-v4-googlemaps,android-support-v4-googlemaps,A port of the Android Compatibility package which makes FragmentActivity extend MapActivity.  This is a hack to make it possible to use a MapView in a Fragment.,Software and its engineering
43969,https://api.github.com/repos/zmaril/d3-bootstrap-plugins,d3-bootstrap-plugins,Porting some of bootstrap's plugins over to d3,Human-centered computing
45141,https://api.github.com/repos/gerard/ext4fuse,ext4fuse,EXT4 implementation for FUSE,Hardware
45669,https://api.github.com/repos/gdbinit/Gdbinit,Gdbinit,Gdbinit for OS X, iOS and others - x86, x86_64 and ARM,Applied computing
45702,https://api.github.com/repos/kti/python-netfilterqueue,python-netfilterqueue,Python bindings for libnetfilter_queue,Software and its engineering
47940,https://api.github.com/repos/willscott/pintos,pintos,Extensions to the Stanford pintos code base providing alternative assignments.,Software and its engineering
48829,https://api.github.com/repos/lalinsky/mbslave,mbslave,Simple MusicBrainz replication,Applied computing
48951,https://api.github.com/repos/niklasso/minisat,minisat,A minimalistic and high-performance SAT solver,Computing methodologies
49570,https://api.github.com/repos/jorgebastida/django-dajaxice,django-dajaxice,"Easy to use AJAX library for django. dajaxice mains goal is to trivialize the asynchronous communication within the django server side code and your js code. It's an \""agnostic JS framework\"" approach and focus on decoupling the presentation logic.",Software and its engineering
50875,https://api.github.com/repos/mitsuhiko/jinja2,jinja2,The Jinja2 template engine,Software and its engineering
53018,https://api.github.com/repos/flagbug/YoutubeExtractor,YoutubeExtractor,YoutubeExtractor is a library for .NET, written in C#, to extract the download link from YouTube videos, download them, and/or extract their audio track. It is based on the youtubeFisher project (http://youtubefisher.codeplex.com/) and aims to create an A,Applied computing
53286,https://api.github.com/repos/aristidb/aws,aws,Amazon Web Services for Haskell,Information systems
54068,https://api.github.com/repos/jakearchibald/appcache-demo,appcache-demo,Software and its engineering
54351,https://api.github.com/repos/intridea/oauth2,oauth2,A Ruby wrapper for the OAuth 2.0 protocol.,Security and privacy
54491,https://api.github.com/repos/nolimits4web/Swiper,Swiper,Mobile touch slider with hardware accelerated transitions,Human-centered computing
54745,https://api.github.com/repos/ekulyk/PythonPusherClient,PythonPusherClient,Networks
54785,https://api.github.com/repos/jfhovinne/jFeed,jFeed,jQuery RSS/ATOM feed parser plugin,Human-centered computing
55259,https://api.github.com/repos/johnpolacek/Front-end-Developer-Interview-Questions,Front-end-Developer-Interview-Questions,A list of questions you can use to help interview potential candidates for a front-end development position.,General and reference
56374,https://api.github.com/repos/padraic/mockery,mockery,Mockery is a simple yet flexible PHP mock object framework for use in unit testing with PHPUnit, PHPSpec or any other testing framework. Its core goal is to offer a test double framework with a succint API capable of clearly defining all possible object o,Software and its engineering
58642,https://api.github.com/repos/ged-lab/screed,screed,a simple read-only sequence database, designed for short reads,Information systems
58903,https://api.github.com/repos/eagletmt/ghcmod-vim,ghcmod-vim,Happy Haskell programming on Vim, powered by ghc-mod,Human-centered computing
59582,https://api.github.com/repos/fw-coder/jQuery-TokenInput-Bootstrap-CSS-Theme,jQuery-TokenInput-Bootstrap-CSS-Theme,Bootstrap CSS Theme for jQuery TokenInput,Human-centered computing
59607,https://api.github.com/repos/bestiejs/benchmark.js,benchmark.js,A benchmarking library that works on nearly all JavaScript platforms, supports high-resolution timers, and returns statistically significant results. As used on jsPerf.com.,Software and its engineering
59830,https://api.github.com/repos/stochastic-technologies/shortuuid,shortuuid,A generator library for concise, unambiguous and URL-safe UUIDs.,Applied computing
61117,https://api.github.com/repos/benkeen/responsive-design-bookmarklet-generator,responsive-design-bookmarklet-generator,A script that generates custom bookmarklets for testing responsive layout websites to see how they look in different viewports sizes.,Software and its engineering
62093,https://api.github.com/repos/jzaefferer/undo,undo,Undo.js,Software and its engineering
64212,https://api.github.com/repos/Pylons/colander,colander,A serialization/deserialization/validation library for strings, mappings and lists.,Software and its engineering
64390,https://api.github.com/repos/ramnathv/slidify,slidify,Generate reproducible html5 slides from R markdown,Human-centered computing
64654,https://api.github.com/repos/mikelbring/tinyissue,tinyissue,Simple Issue Tracking for Teams,Human-centered computing
65772,https://api.github.com/repos/landonf/simlaunch,simlaunch,GUI Mac Wrapper for iPhone Simulator Binaries.,Applied computing
69069,https://api.github.com/repos/jimenezrick/vimconfig,vimconfig,My personal Vim configuration,Software and its engineering
70499,https://api.github.com/repos/aaronjensen/vimfiles,vimfiles,Security and privacy
74160,https://api.github.com/repos/m-takagi/aosa-ja,aosa-ja,"Japanese translation of \""The Architecture of Open Source Applications\""",Applied computing
"78782""",https://api.github.com/repos/ofmlabs/alac.js,alac.js,ALAC decoder and encoder, but in Coffeescript,Empty
79442,https://api.github.com/repos/MattMcComb/RelativeDateDescriptor,RelativeDateDescriptor,Objective-C class which describes the time interval between two dates in a human readable format i.e. 'in 1 minute',  * 'in 7 years', '6 days ago',Human-centered computing
81444,https://api.github.com/repos/lusob/videotracker.js,videotracker.js,Software and its engineering
82957,https://api.github.com/repos/ReetuRaj/MIMChart-Library,MIMChart-Library,iPhone/iPad chart library,Human-centered computing
84341,https://api.github.com/repos/umdjs/umd,umd,UMD (Universal Module Definition) patterns for JavaScript modules that work everywhere.,Software and its engineering
85800,https://api.github.com/repos/evolvingweb/ajax-solr,ajax-solr,A JavaScript framework for creating user interfaces to Solr.,Software and its engineering
87135,https://api.github.com/repos/massemanet/eper,eper,Erlang performance and debugging tools,Software and its engineering
87869,https://api.github.com/repos/cpw/ironchest,ironchest,Iron Chest minecraft mod,Applied computing
88390,https://api.github.com/repos/mikel/tmail,tmail,TMail is a Ruby Email Handler.,Software and its engineering
90988,https://api.github.com/repos/cabin/linkhunter,linkhunter,Find your links on Delicious or Pinboard.,Human-centered computing
91363,https://api.github.com/repos/stefanocasazza/ULib,ULib,C++ application development framework, to help developers create and deploy applications very fast and more simple,Software and its engineering
94451,https://api.github.com/repos/toy/blueutil,blueutil,get/set bluetooth power and discoverable state,Hardware
96553,https://api.github.com/repos/balderdashy/sails,sails,javascript mvc framework,Software and its engineering
96689,https://api.github.com/repos/jamesarosen/arturo,arturo,Feature Sliders for Rails,Software and its engineering
96763,https://api.github.com/repos/yeah/uberspacify,uberspacify,Uberspacify helps you deploy a Ruby on Rails app on Uberspace, a popular shared hosting provider.,Software and its engineering
98743,https://api.github.com/repos/mattconnolly/ZipArchive,ZipArchive,zip archive processing for Cocoa - iPhone and OS X,Software and its engineering
99731,https://api.github.com/repos/XoomCode/Raylayers,Raylayers,OpenLayers for Rails,Software and its engineering
100266,https://api.github.com/repos/jewlofthelotus/SlickQuiz,SlickQuiz,A jQuery plugin for creating pretty, dynamic quizzes.,Human-centered computing
102179,https://api.github.com/repos/microcai/gentoo-zh,gentoo-zh,merged overlay for Gentoo China and Taiwan Users,Human-centered computing
104483,https://api.github.com/repos/parndt/refinerycms-settings,refinerycms-settings,Extracted from Refinery CMS,Information systems
106815,https://api.github.com/repos/pniederw/expecty,expecty,Power assertions (as known from Groovy and Spock) for the Scala language.,Software and its engineering
106864,https://api.github.com/repos/ai/easings.net,easings.net,Easing Functions Cheat Sheet,Software and its engineering
107530,https://api.github.com/repos/jcemer/zepto-carousel,zepto-carousel,Simple Zepto carousel with transition,Human-centered computing
110992,https://api.github.com/repos/addywaddy/jquery.tagcloud.js,jquery.tagcloud.js,A Simple Tag Cloud Plugin for JQuery,Human-centered computing
112249,https://api.github.com/repos/marcuswestin/WebViewJavascriptBridge,WebViewJavascriptBridge,A standalone iOS class for sending messages to and from javascript in a UIWebView,Software and its engineering
112262,https://api.github.com/repos/blup/bootstrap.stylus,bootstrap.stylus,Twitter's bootstrap ported to stylus,Human-centered computing
112292,https://api.github.com/repos/aceisScope/WaterflowView,WaterflowView,A waterflow display like the Pinterest feeling,Human-centered computing
113880,https://api.github.com/repos/github/email_reply_parser,email_reply_parser,Software and its engineering
114167,https://api.github.com/repos/phpbb/phpbb,phpbb,phpBB 4 Development: phpBB is a popular open-source bulletin board written in PHP.,Information systems
114751,https://api.github.com/repos/richoH/dotfiles,dotfiles,My dotfiles et al,Software and its engineering
